"What did you learn yesterday/this week?";true;["JavaScript"]
"What excites or interests you about coding?";false;["JavaScript"]
"What is a recent technical challenge you experienced and how did you solve it?";true;["JavaScript"]
"When building a new web site or maintaining one, can you explain some techniques you have used to increase performance?";true;["Redux","Frontend"]
"Can you describe some SEO best practices or techniques you have used lately?";false;["Redux","Frontend"]
"Can you explain any common techniques or recent issues solved in regards to front-end security?";false;["Redux","Frontend"]
"What actions have you personally taken on recent projects to increase maintainability of your code?";true;["Redux"]
"Talk about your preferred development environment.";false;["Redux"]
"Which version control systems are you familiar with?";false;["Redux"]
"Can you describe your workflow when you create a web page?";false;["Redux","Frontend"]
"If you have 5 different stylesheets, how would you best integrate them into the site?";false;["Redux","Frontend"]
"Can you describe the difference between progressive enhancement and graceful degradation?";false;["Redux","Frontend"]
"How would you optimize a website's assets/resources?";false;["Redux","Frontend"]
"How many resources will a browser download from a given domain at a time?";false;["Redux","Frontend"]
"Name 3 ways to decrease page load (perceived or actual load time).";false;["Redux","caballo"]
"If you jumped on a project and they used tabs and you used spaces, what would you do?";false;["Redux"]
"Describe how you would create a simple slideshow page.";false;["JavaScript","Frontend"]
"If you could master one technology this year, what would it be?";false;["CSS","Frontend"]
"Explain the importance of standards and standards bodies.";false;["Frontend"]
"What is Flash of Unstyled Content? How do you avoid FOUC?";false;["Redux","Frontend"]
"Explain what ARIA and screenreaders are, and how to make a website accessible.";false;["Bootstrap","Frontend"]
"Explain some of the pros and cons for Bootstrap animations versus JavaScript animations.";false;["Bootstrap","Frontend"]
"What does CORS stand for and what issue does it address?";false;["Bootstrap","Frontend"]
"How did you handle a disagreement with your boss or your collaborator?";true;["Redux","Frontend"]
"What resources do you use to learn about the latest in front end development and design?";false;["Redux","Frontend"]
"What is Bootstrap selector specificity and how does it work?";true;["JavaScript","Frontend", "Bootstrap"]
"What's the difference between "resetting" and "normalizing" Bootstrap? Which would you choose, and why?";false;["Redux","Frontend", "Bootstrap"]
"Describe Floats and how they work.";false;["JavaScript","Frontend", "Bootstrap", "perro"]
"Describe z-index and how stacking context is formed.";false;["JavaScript","Frontend", "Bootstrap"]
"Describe BFC (Block Formatting Context) and how it works.";false;["Redux","Frontend", "Bootstrap"]
"What are the various clearing techniques and which is appropriate for what context?";false;["Bootstrap","Frontend"]
"How would you approach fixing browser-specific styling issues?";false;["Redux","Frontend", "Bootstrap"]
"How do you serve your pages for feature-constrained browsers?";false;["Redux","Frontend", "Bootstrap"]
"What are the different ways to visually hide content (and make it available only for screen readers)?";false;["Redux","Frontend", "Bootstrap"]
"Have you ever used a grid system, and if so, what do you prefer?";false;["Redux","Frontend", "Bootstrap"]
"Have you used or implemented media queries or mobile specific layouts/Bootstrap?";false;["JavaScript","Frontend", "Bootstrap"]
"Are you familiar with styling SVG? <script>alert('NONO')</script>";false;["Redux","Frontend", "Bootstrap"]
"Can you give an example of an @media property other than screen?";false;["Redux","Frontend", "Bootstrap"]
"What are some of the "gotchas" for writing efficient Bootstrap?";false;["Bootstrap","Frontend", "CSS"]
"What are the advantages/disadvantages of using Bootstrap preprocessors?";false;["Bootstrap","Frontend", "VanillaJS"]
"How would you implement a web design comp that uses non-standard fonts?";false;["Redux","Frontend", "MaterialUI"]
"Explain how a browser determines what elements match a Bootstrap selector.";false;["CSS","Frontend", "Bootstrap"]
"Describe pseudo-elements and discuss what they are used for.";false;["CSS","Frontend", "MaterialUI"]
"Explain your understanding of the box model and how you would tell the browser in MaterialUI to render your layout in different box models.";false;["Redux","Frontend", "MaterialUI"]
"What does * { box-sizing: border-box } do? What are its advantages?";false;["MaterialUI","Frontend", "React"]
"What is the MaterialUI display property and can you give a few examples of its use?";false;["Redux","Frontend", "MaterialUI"]
"What's the difference between inline and inline-block?";false;["Redux","Frontend", "MaterialUI"]
"What's the difference between the "nth-of-type()" and "nth-child()" selectors?";false;["Redux","Frontend", "MaterialUI"]
"What's the difference between a relative, fixed, absolute and statically positioned element?";false;["Redux","Frontend", "MaterialUI"]
"What existing MaterialUI frameworks have you used locally, or in production? How would you change/improve them?";false;["MaterialUI","Frontend", "Redux"]
"Have you played around with the new MaterialUI Flexbox or Grid specs?";false;["Redux","Frontend", "MaterialUI"]
"Can you explain the difference between coding a web site to be responsive versus using a mobile-first strategy?";false;["JavaScript","Frontend", "MaterialUI"]
"Have you ever worked with retina graphics? If so, when and what techniques did you use?";false;["Redux","Frontend", "MaterialUI"]
"Is there any reason you'd want to use translate() instead of absolute positioning, or vice-versa? And why?";false;["MaterialUI","Frontend", "React"]
"Explain event delegation.";false;["Redux","Frontend", "JS"]
"Explain how this works in JavaScript.";false;["Redux","Frontend", "JS"]
"Explain how prototypal inheritance works.";false;["Redux","Frontend", "JS"]
"What's the difference between a variable that is: null, undefined or undeclared?";false;["Redux","Frontend", "JS"]
"What is a closure, and how/why would you use one?";false;["Redux","Frontend", "JS"]
"What language constructions do you use for iterating over object properties and array items?";false;["JavaScript","Frontend", "JS"]
"Can you describe the main difference between the Array.forEach() loop and Array.map() methods and why you would pick one versus the other?";false;["Redux","Frontend", "JS"]
"What's a typical use case for anonymous functions?";false;["Redux","Frontend", "JS"]
"What's the difference between host objects and native objects?";false;["MaterialUI","Frontend", "JS"]
"Explain the difference between: function Person(){}, var person = Person(), and var person = new Person()?";false;["Redux","Frontend", "JS"]
"Explain the differences on the usage of foo between function foo() {} and var foo = function() {}";false;["MaterialUI","Frontend", "JS"]
"Can you explain what Function.call and Function.apply do? What's the notable difference between the two?";false;["CSS","Frontend", "JS"]
"Explain Function.prototype.bind.";false;["CSS","Frontend", "JS"]
"What's the difference between feature detection, feature inference, and using the UA string?";false;["Redux","Frontend", "JS"]
"Explain "hoisting".";false;["CSS","Frontend", "JS"]
"Describe event bubbling.";false;["Redux","Frontend", "JS"]
"Describe event capturing.";false;["Redux","Frontend", "JS"]
"What's the difference between an "attribute" and a "property"?";false;["JavaScript","Frontend", "JS"]
"What are the pros and cons of extending built-in JavaScript objects?";false;["Redux","Frontend", "JS"]
"What is the difference between == and ===?";1;["JavaScript","Frontend", "JS"]
"Explain the same-origin policy with regards to JavaScript.";false;["JavaScript","Frontend", "JS"]
"Why is it called a Ternary operator, what does the word "Ternary" indicate?";false;["Redux","Frontend", "JS"]
"What is strict mode? What are some of the advantages/disadvantages of using it?";false;["Redux","Frontend", "JS"]
"What are some of the advantages/disadvantages of writing JavaScript code in a language that compiles to JavaScript?";false;["CSS","Frontend", "JS"]
"What tools and techniques do you use debugging JavaScript code?";false;["Redux","Frontend", "JS"]
"Explain the difference between mutable and immutable objects.";false;["Redux","Frontend", "JS"]
"Explain the difference between synchronous and asynchronous functions.";false;["JavaScript","Frontend", "JS"]
"What is event loop?";false;["JavaScript","Frontend", "JS"]
"What are the differences between variables created using let, var or const?";true;["JavaScript","Frontend", "JS"]
"What are the differences between ES6 class and ES5 function constructors?";false;["Redux","Frontend", "JS"]
"Can you offer a use case for the new arrow => function syntax? How does this new syntax differ from other functions?;false;["Redux","Frontend", "JS"]
"What advantage is there for using the arrow syntax for a method in a constructor?";false;["JavaScript","Frontend", "JS"]
"What is the definition of a higher-order function?";false;["Redux","Frontend", "JS"]
"Can you give an example for destructuring an object or an array?";false;["Redux","Frontend", "JS"]
"Can you give an example of generating a string with ES6 Template Literals?";false;["Redux","Frontend", "JS"]
"Can you give an example of a curry function and why this syntax offers an advantage?";false;["CSS","Frontend", "JS"]
"What are the benefits of using spread syntax and how is it different from rest syntax?";false;["CSS","Frontend", "JS"]
"How can you share code between files?";false;["Redux","Frontend", "JS"]
"Why you might want to create static class members?";false;["CSS","Frontend", "JS"]